stockid,year,Q1Rev,Q2Rev,Q3Rev,Q4Rev,Q1Grate,Q2Grate,Q3Grate,Q4Grate
6294,2013,32113,35349,35520,35753,0.38,0.43,0.27,0.44
6298,2013,851675,777820,978153,1031432,0.66,0.25,0.17,0.45
6401,2013,106326,86770,95609,219621,-0.13,-0.23,-0.23,-0.08
6403,2013,124682,92651,72180,105420,0,-38.169998,-48.139999,7.5700002
6405,2013,241788,221175,283976,260232,0,-15.63,11.87,-6.5500002
6407,2013,97430,295908,343438,418416,0,8.3800001,26.549999,14.5
6409,2013,659926,649657,742313,694042,0,-8.0299997,35.119999,-4.5100002
6411,2013,135481,166721,192698,186057,0,6.77,7.71,-0.06
6412,2013,2597729,2920494,3317561,3693397,0,-15.08,-14.31,-2.5699999
6414,2013,384643,382872,430189,350282,0,11.87,5.73,-15.23
6417,2013,82283,80707,88481,85301,0,1.58,10.78,-16.41
6418,2013,121674,124536,133086,109082,0,1.33,38.540001,-11.38
6504,2013,485945,594238,552860,651065,0.86,1.08,0.98,1.46
6505,2013,123908704,100240826,117893903,123623479,0.08,-0.03,0.11,0.01
6506,2013,217456,260671,209831,192823,-0.05,0.15,0.25,0.29
6507,2013,208646,238681,237596,209519,0.14,0.47,0.29,0.04
6508,2013,309570,345218,269466,264106,0.19,0.24,0.33,0.4
6509,2013,422781,478738,424361,406670,0.52,0.47,0.46,0.39
6603,2013,296459,355433,350328,337099,0.42,0.59,0.77,0.72
6605,2013,1570527,1712561,1723486,1822757,0.28,0.4,0.53,0.37
6609,2013,278977,361449,404187,374970,-0.08,0.05,0.29,0.05
6701,2013,528991,567090,577206,799003,0.47,0.67,0.33,1.07
6702,2013,1368877,1506537,1742833,1445991,0.26,0.28,0.35,0.21
6803,2013,429973,474165,500426,470816,5.41,4.81,3.8,6.1
8011,2013,134674,222945,226322,294534,-0.26,-0.15,-0.25,0.33
8016,2013,702305,710925,851733,903870,0.42,0.17,0.25,0.41
8021,2013,278181,334706,330484,324116,1.69,1.72,1.28,1.35
8024,2013,70280,109879,94453,77863,-0.07,-0.15,-0.04,0.08
8032,2013,612263,637071,614527,570387,0.29,0.25,0.06,0.04
8033,2013,124578,138466,126902,139497,0.69,0.6,0.37,0.83
8034,2013,24405,38588,34448,33540,0.01,0.55,0.1,0.57
8038,2013,11075,10218,15522,13205,-0.59,-0.52,0.19,0.79
8039,2013,1012541,1224810,1443366,1388398,0.66,0.54,0.89,0.69
8040,2013,74317,81570,78685,85294,-0.26,0.01,-0.09,0.12
8041,2013,80884,133717,88923,53286,0.44,0.9,-0.04,0.12
8042,2013,337473,374847,401097,387624,0.72,0.77,0.97,0.92
8043,2013,600927,529975,649822,506088,0.23,-0.02,0.04,-0.26
8044,2013,1957034,1903157,2069643,2222874,0.14,0.19,0.21,0.32
8046,2013,3271226,3884963,4632941,4386659,-0.09,0.1,0.26,0.22
8047,2013,84317,103269,100656,115543,-0.08,0.07,0.02,0.18
8048,2013,69296,84812,101279,124743,0.27,0.46,0.69,0.76
8049,2013,153642,199587,187130,152289,0.09,0.31,0.16,0.03
8050,2013,319517,310562,351064,397086,0.11,-0.01,0.44,0.61
8053,2013,797427,633119,700444,615428,-0.16,-0.3,-0.21,-0.2
8054,2013,275459,335017,339112,447234,-0.27,-0.06,0.02,0.39
8056,2013,1725002,1625199,803491,799925,2.18,2.11,0.17,-0.57
8059,2013,136162,148828,176592,238688,0,-0.25,-0.11,0.23
8064,2013,339752,360501,398500,431987,4.8,3.2,5.36,3.13
8065,2013,171122,323579,346778,440399,-0.05,0.47,0.27,0.84
8066,2013,130433,140172,138137,158201,1290.42,1302.93,8.08,1.6
8067,2013,93161,74764,81583,94335,-0.06,-0.28,-0.21,0.08
8068,2013,128464,140572,165303,185508,-0.13,0.03,0.11,0.39
8069,2013,2688995,1464222,2366121,2933227,2.98,0.95,0.41,-0.18
8070,2013,1785995,2124936,2095771,1998996,0.5,0.62,0.81,0.75
8071,2013,144473,204675,230647,256055,1.81,2.97,4.34,4.81
8072,2013,337343,361996,353439,272879,-0.01,0.04,0.02,-0.05
8074,2013,119265,152146,160286,146967,-0.05,0.18,0.22,0.23
8076,2013,213091,278881,346049,478206,0.2,0.26,0.58,1.55
8077,2013,43534,43818,37393,29671,0.14,-0.01,-0.2,-0.44
8079,2013,61244,69280,66765,63263,0.09,-0.04,0.08,0.12
8080,2013,71848,71348,66643,75410,0.2,-0.02,-0.37,-0.2
8081,2013,454850,510713,523350,465884,-0.18,-0.16,-0.19,-0.13
8082,2013,2259,9024,4318,2839,1128.5,37.16,2158,2838
8083,2013,110545,135960,132570,121739,-0.03,0.09,0.11,0.33
8084,2013,405783,482146,500500,440872,0.57,0.33,0.34,0.03
8085,2013,582969,665493,582573,493665,2.05,2.24,2.01,1.48
8086,2013,122763,174962,122916,112415,-0.14,-0.29,-0.51,-0.32
8087,2013,25535,21441,25089,21368,-0.23,-0.22,-0.25,-0.3
8088,2013,519663,345920,418753,438316,0.62,0.52,0.07,-0.1
8091,2013,148454,165571,157934,147915,-0.1,-0.14,-0.01,0.14
8092,2013,37258,50949,43516,45978,-0.13,0.13,-0.07,0.06
8093,2013,75953,87406,99955,114654,0.01,-0.1,0.55,0.6
8096,2013,1263923,1266337,1408328,1569612,-0.66,-0.76,-0.41,0.61
8097,2013,25900,24043,13452,12270,-0.05,-0.45,-0.69,-0.67
8099,2013,373277,398334,385196,462802,0.18,0.41,0.14,0.34
8101,2013,2534596,4246785,4944684,3958615,0.13,0.71,2.85,-0.02
8103,2013,257248,322183,349876,331756,0.44,0.68,0.9,1.18
8105,2013,1156403,1102201,1514667,1951611,-0.3,-0.36,-0.15,0.56
8107,2013,1051416,481194,685988,642913,1.31,-0.26,-0.48,-0.58
8109,2013,79195,94080,97263,98212,0.15,0.06,0.05,0.15
8110,2013,968569,1113138,1203003,1151305,0.14,0.1,0.2,0.19
8111,2013,121555,137144,137762,130721,0.23,0.19,0.28,0.37
8112,2013,2655474,3377357,3336207,4002319,0.12,0.81,0.67,1.42
8114,2013,271732,342159,357175,383190,0.29,0.25,0.2,0.54
8115,2013,276824,331970,312491,317580,0.56,0.71,0.61,0.51
8121,2013,290939,319854,325497,309102,0.98,1.01,1.27,1.44
8122,2013,50681,293004,89705,47491,-0.36,-0.42,-0.07,-0.3
8127,2013,98649,100586,110053,105027,-0.1,-0.21,-0.14,0.02
8131,2013,1089049,1103821,1104547,1183127,-0.21,-0.26,-0.15,0.03
8147,2013,74937,70841,77273,82899,0.5,0.14,-0.13,0.69
8150,2013,2210373,2469589,2555944,2445060,0,-2.3699999,-0.05,-2.71
8155,2013,172120,152907,180030,197123,0.1,-0.29,-0.2,0.02
8163,2013,3027422,2868515,2964427,2890465,0.91,0.7,0.7,0.91
8171,2013,156786,131928,160136,170754,0.01,-0.38,-0.42,-0.4
8176,2013,185824,300914,166622,190558,0.06,-0.01,-0.46,-0.17
8179,2013,386976,453014,454567,381169,0.16,0.19,0.23,-0.08
8182,2013,382340,406928,404298,387000,-0.06,-0.03,-0.08,-0.08
8183,2013,336633,347273,339925,419431,0.99,0.77,0.59,1.76
8197,2013,112873,137995,101906,84449,-0.3,-0.17,-0.22,-0.06
8201,2013,461868,96607,205733,135774,0.45,-0.36,0.49,0.11
8210,2013,425825,475820,487446,473176,0.39,0.29,0.26,0.07
8213,2013,2439819,2489661,2788547,2711051,-0.01,-0.08,-0.03,0.04
8215,2013,2203081,2514637,2229779,2069850,0.15,0.49,0.24,0.01
8234,2013,495344,533392,486445,570766,0.37,0.15,0,0.1
8240,2013,1293510,1475797,1497495,1387457,0.2,0.34,0.12,0
8249,2013,400050,615578,718356,656688,-0.32,-0.06,0.07,0.52
8255,2013,395458,441222,402231,404815,0.08,0.2,0.23,0.13
8261,2013,243225,243162,262921,256285,-0.24,-0.2,-0.11,0.13
8266,2013,58079,72262,38208,32188,0.79,0.75,0.2,-0.12
8271,2013,1054770,1219806,1372640,1269958,0.08,0.34,0.47,0.4
8277,2013,274300,140140,136435,224968,-0.19,-0.69,-0.16,1.04
8284,2013,75423,79941,84888,94859,0.04,0.03,0.09,0.12
8287,2013,2197261,1958647,1822212,1942707,0.2,0.3,0.08,0.25
8289,2013,177822,204833,206848,195076,0.12,0.19,0.17,0.37
8291,2013,87113,78906,75398,82867,-0.24,-0.21,-0.04,0.26
8299,2013,3556923,4149003,4199877,4181363,-0.13,0.03,-0.03,0.03
8329,2013,133089,102448,111070,130352,-0.3,-0.45,-0.44,-0.28
8349,2013,422349,488834,519072,538256,0.6,0.56,0.87,0.96
8351,2013,450235,522509,429097,478099,0.69,0.37,-0.12,0.16
8354,2013,124784,132549,128782,140568,0.11,0.05,0.02,0.1
8358,2013,541477,528963,507472,442007,-0.15,-0.02,-0.17,-0.23
8359,2013,718016,609296,638391,590712,0.98,0.95,0.95,0.83
8374,2013,459147,621016,496485,488247,2.42,1.71,1.87,2.37
8383,2013,233274,253435,360888,380172,0.5,0.74,1.41,-0.31
8390,2013,491147,567321,523309,516242,0.3,0.37,0.54,0.96
8401,2013,163364,169847,146775,184477,0.23,0.02,0.02,0.07
8403,2013,217463,245224,232090,237549,0.65,0.57,0.41,0.35
8404,2013,305334,450714,411928,523157,-0.07,0.3,0.14,0.06
8406,2013,508441,615566,662425,657774,0.14,0.35,0.34,0.3
8409,2013,17701,26018,21345,52208,-0.04,0.51,0.04,1.67
8410,2013,102879,186844,134737,157034,-0.27,-0.1,-0.28,0.12
8411,2013,1030938,1304710,1057770,930207,0.7,1.26,0.15,-0.09
8415,2013,933542,982675,941837,1249812,0.69,0.63,0.7,1.29
8416,2013,63610,95247,78881,107288,0.33,0.64,0.55,0.44
8418,2013,251721,237347,298966,257849,0.17,-0.13,-0.05,-0.05
8420,2013,192069,133369,127968,157601,0.28,-0.08,-0.02,0.12
8421,2013,106604,110667,140480,118093,-0.07,-0.08,0.26,0.14
8422,2013,258826,275691,338704,298308,0.04,0.04,0.27,0.47
8423,2013,42746,42714,40375,40957,0.25,0.07,-0.09,-0.04
8424,2013,94703,104608,97361,114296,0.12,0.05,0.05,0.04
8426,2013,182033,222279,238200,316553,0.08,0.46,-0.03,0.21
8427,2013,1542281,362005,128306,867896,-0.15,-0.29,-0.29,0.08
8429,2013,543367,665548,670382,709707,0,11.97,64.099998,8.2200003
8431,2013,78376,109722,103609,122633,15.92,15.87,11.43,11.18
8432,2013,74710,74570,76712,72560,-0.13,-0.09,0.03,0
8433,2013,267743,328610,315216,281687,0.19,0.12,0.22,0.08
8435,2013,72008,73528,73580,86162,0.34,0.3,0.12,0.27
8436,2013,155121,202122,153066,192464,0.62,0.75,0.68,0.72
8438,2013,249930,426091,418565,472558,0.06,0.91,0.63,0.54
8440,2013,96860,96150,92995,83907,0,-5.0999999,24.15,38.400002
8443,2013,457980,377853,407071,379231,0,-0.06,14.85,4.4200001
8446,2013,80785,123873,120084,143835,0,-33.080002,-40.099998,5.9699998
8905,2013,232410,673852,264254,285311,0.3,1.95,-0.53,-0.13
8906,2013,22048,16702,22106,24517,0.02,-0.18,-0.08,-0.24
8908,2013,716491,717466,714673,675383,0.51,0.41,0.2,0.01
8913,2013,6589,7032,7447,7682,0.04,0.13,0.2,0.22
8916,2013,792651,1145044,1650086,957431,0.13,0.51,0.64,0.08
8917,2013,273496,239539,196646,268989,-0.04,0.06,-0.04,-0.05
8921,2013,90401,92205,93612,111865,-0.04,-0.1,-0.08,0.01
8923,2013,40491,38630,38616,50770,-0.15,-0.11,-0.03,0.42
8924,2013,511480,447550,425334,823894,-0.28,-0.02,0.01,0.16
8925,2013,277857,294896,330643,326394,-0.31,-0.45,-0.36,-0.24
8926,2013,364890,345019,291265,336198,2.3,1.55,0.81,1.38
8927,2013,475173,499340,545881,508172,-0.16,-0.09,0.04,0.03
8928,2013,246064,219633,254897,312240,-0.29,-0.19,0.62,0.21
8929,2013,147218,170957,155534,182599,0.47,0.66,0.52,0.53
8930,2013,156797,176907,191312,173449,0.1,0.19,0.32,0.32
8931,2013,152384,164202,168433,172008,0.16,0.12,-0.02,0.09
8932,2013,120385,218933,139269,111138,0.59,1.3,0.76,0.48
8933,2013,660227,496309,545169,663042,1.22,1.04,1.06,0.71
8934,2013,76126,80276,94296,79161,14.13,15.22,17.89,14.76
8935,2013,128866,114987,99206,102957,-0.13,0.07,0.03,-0.02
8936,2013,198878,259031,304783,355730,0.57,0.98,1.28,0.92
8937,2013,49298,73550,50364,37225,0.32,0.53,-0.29,-0.04
8938,2013,1890431,1244598,1000612,1603290,0.23,-0.07,0.28,0.24
8940,2013,198931,127508,124852,197087,0.16,0.31,0.53,0.28
8941,2013,387773,424025,317612,292960,0.09,0.8,0.4,0.47
8942,2013,460245,423559,337149,430722,0.16,-0.24,-0.2,0.38
8996,2013,283208,298323,311387,268981,0.61,0.45,0.27,0.1
9105,2013,15221608,15042894,14314338,14534680,0,-4.6399999,12.93,30.92
9802,2013,852960,811579,964006,833589,0,-17.959999,2.71,-17.629999
9902,2013,19183,40756,1432,21711,-0.32,3.63,-0.92,0.53
9904,2013,25392265,29942808,27997548,29950490,18.88,22.59,18.77,19.03
9905,2013,959160,1139567,1163692,898342,1.24,1.12,1.01,1.15
9906,2013,728,601,174885,323520,-0.95,-0.95,16.8,1577.15
9907,2013,3581261,3759968,4777472,4477577,0.26,0.24,0.77,0.71
9908,2013,736024,662314,560422,723471,0.01,0.06,0.02,0.04
9910,2013,4344101,4891719,5067680,5068464,1.87,2.09,2.09,2.1
9911,2013,522597,470479,514297,735340,0.03,0.13,0.22,0.21
9912,2013,70596,75128,76924,90226,0.26,0.35,0.41,1.12
9914,2013,2639359,2877623,3850956,3302649,0.74,1.15,0.54,0.3
9917,2013,1526563,1565297,1573450,1641065,1.01,1.04,1.01,1.08
9918,2013,429509,357806,221577,330930,0.02,0.06,-0.09,-0.14
9919,2013,533667,526576,560795,598485,0.2,0.2,0.22,0.71
9921,2013,6624587,6964217,7489966,6082984,1.58,2.26,1.52,1.07
9924,2013,644142,753041,809120,728152,0.57,0.57,0.65,0.43
9925,2013,886741,992257,910564,970646,0.82,1.06,0.86,1.03
9926,2013,357718,313179,248094,358396,-0.1,0.03,-0.06,-0.09
9927,2013,1116553,1108904,1083737,1136251,0.1,0.12,0.21,-0.03
9928,2013,123302,140002,160670,207392,-0.2,-0.15,-0.23,0.06
9929,2013,166512,165461,162608,174625,0.54,0.54,0.5,0.48
9930,2013,707172,808022,760580,848038,0.16,0.21,0.17,0.32
9931,2013,198774,186564,148940,183083,0.04,0.1,0,0.06
9933,2013,5635476,6636289,6260451,7567950,0.61,0.54,0.35,0.52
9934,2013,2285805,2366401,2331515,2450140,4.16,2.41,2.21,2.26
9935,2013,349864,420012,474808,413026,0.26,0.01,-0.07,0.27
9937,2013,3810532,3705142,3884571,3842858,-0.01,-0.03,-0.04,-0.01
9938,2013,824260,1081210,1013547,1164337,2.43,3.16,3.24,2.99
9939,2013,1992235,2382641,2401252,1526960,1.78,1.42,1.22,1.05
9940,2013,1277500,1703528,1519854,1549992,0.53,0.5,0.68,0.42
9941,2013,1756663,1745329,1806181,1870840,5.55,4.86,4.72,4.65
9942,2013,279963,335310,321756,329072,0.3,0.4,0.62,0.6
9943,2013,438899,401670,424869,373698,0.04,0.06,0.1,0.04
9944,2013,451706,511349,494621,517198,5.57,8.81,11.5,13.75
9945,2013,1768951,1834548,1803830,2141858,0.96,1.55,0.82,1.79
9946,2013,733965,701915,1020331,289286,4.32,0.67,1.54,-0.26
9949,2013,70119,61370,57770,83549,0.92,0.72,0.93,0.71
9950,2013,395240,426085,437565,435841,0.16,0.06,0.11,0.21
9951,2013,305249,338056,341974,359777,0.6,0.56,0.55,0.69
9955,2013,603075,598033,503878,451152,-0.39,-0.24,-0.5,-0.16
9957,2013,16401390,16384874,16940827,17273984,1.21,1.34,1.45,1.36
9958,2013,358265,498284,458783,421063,0.28,-0.19,0.71,-0.19
9960,2013,78056,108516,91677,87756,0.63,0.91,0.73,0.38
9961,2013,565994,526833,508629,695055,2.13,2.8,3.53,2.69
9962,2013,469870,383506,289256,295948,-0.27,-0.27,-0.43,-0.37
1101,2014,26724446,31865238,30094957,29641122,0.11,0.1,0.01,-0.11
1102,2014,16268085,21223750,19786493,20484103,0.16,0.17,0.12,0
1103,2014,1019396,889507,909009,1120343,0.38,-0.15,-0.04,-0.27
1104,2014,1379161,1456386,1406779,1577578,0.11,0.2,0.09,0.04
1108,2014,1216639,1278915,1236683,1366964,0.01,0.15,0.03,0.01
1109,2014,596012,746562,472029,685442,0.3,0.48,-0.04,-0.16
1110,2014,247861,254295,240724,296228,0.08,0.04,-0.04,0.03
1201,2014,3306941,3696649,3907778,2378595,-0.03,-0.03,-0.06,-0.29
1203,2014,750559,750479,779574,764427,-0.05,0,-0.02,0.13
1210,2014,10981759,11294225,11568304,12334105,0.04,0.07,0,0
1213,2014,83022,79126,121780,67148,-0.05,-0.01,-0.05,0.04
1215,2014,2079170,2154641,2270569,2259517,-0.05,0.03,-0.06,-0.04
1216,2014,54311681,53037190,56348842,48698280,0.04,0,-0.02,0.03
1217,2014,427130,550120,777656,395669,-0.02,-0.04,0,-0.14
1218,2014,1041241,1187274,1324178,995518,-0.13,-0.02,0.08,0.01
1219,2014,1229053,1299404,1372600,1369338,0.05,-0.02,0.01,-0.02
1220,2014,379422,400869,470581,633945,-0.03,-0.06,0.03,0.45
1225,2014,1468640,1555327,1551317,1628422,-0.13,-0.17,-0.11,-0.09
1227,2014,2653540,2310377,2932568,3004033,0.05,0.04,0.05,0.1
1229,2014,624324,664495,667876,694391,-0.01,0,-0.01,-0.03
1231,2014,645068,689930,855101,764638,-0.13,0.18,0.25,0.12
1232,2014,2763466,2701455,2707351,2752460,0.13,0.08,0.12,0.03
1233,2014,279512,257131,267015,271331,0.05,0.1,0.01,0.01
1234,2014,634874,717375,992206,663306,-0.19,-0.11,-0.07,0.09
1235,2014,18992,31610,22349,13246,-0.33,-0.12,-0.26,-0.57
1236,2014,330990,235092,310752,308973,-0.09,-0.02,-0.05,-0.25
1256,2014,215775,302637,310226,199193,0.26,0.29,0.11,0.1
1258,2014,164687,157659,165404,166833,0.01,0.05,0.04,0.06
1259,2014,507001,540652,590316,489114,-0.02,-0.02,0.02,-0.03
1260,2014,422831,329353,361125,361085,0.01,-0.17,-0.29,-0.02
1262,2014,764484,780874,795615,786082,4.1300001,-2.8399999,0.77999997,1.03
1264,2014,399538,416316,434962,490946,67.099998,5.6399999,13.42,3.5999999
1301,2014,25994936,29514490,27670439,25114656,0.04,0.05,0.04,-0.1
1303,2014,38736980,41607511,42443734,39956407,0.04,0.12,0.03,-0.01
1304,2014,6856804,8177052,8197333,6663405,0.08,0.06,0.06,-0.12
1305,2014,1764289,2088900,1816850,1609925,0.1,0.05,0.03,-0.07
1307,2014,1412971,1350989,1404947,1427426,0.08,0.07,0.04,0.08
1308,2014,672180,783887,735927,591149,0.1,0.16,-0.05,-0.3
1309,2014,2181833,2860876,2913956,2510005,-0.01,-0.01,-0.02,-0.06
1310,2014,2637329,2412628,2248105,1493787,0.04,-0.12,-0.16,-0.49
1312,2014,3100831,3060088,3208852,2799832,0.04,-0.14,-0.02,-0.16
1313,2014,6564099,7110204,6454957,6443767,0.16,0.04,0.02,-0.04
1314,2014,4471746,4103537,4367186,3685779,-0.01,0.04,-0.07,-0.17
1315,2014,315997,379039,420943,374848,-0.11,0.08,-0.32,0.03
1316,2014,126357,101949,94210,82889,-0.26,-0.41,-0.37,-0.45
1319,2014,2600425,2657451,2541032,2773776,0.13,0.09,0.07,0.04
1321,2014,645810,767841,693464,576563,0.05,-0.04,-0.1,-0.24
1323,2014,412953,414685,446283,457773,0.06,0.02,0.05,0.07
1324,2014,188282,175420,184378,175619,-0.03,-0.03,0.08,-0.12
1325,2014,146487,137957,122453,195821,0.09,0.11,-0.06,0.26
1326,2014,50480148,55190793,50362505,44693424,-0.01,0.02,-0.07,-0.18
1333,2014,134974,159056,148614,136362,0,0,0.08,-0.04
1336,2014,281903,270334,251772,241694,0.15,0.16,-0.06,-0.26
1337,2014,609372,783518,709439,587399,0.27,-0.08,-0.24,-0.56
1338,2014,964370,1087216,993759,1144838,0.35,0.32,0.03,0.01
1339,2014,180360,186360,154062,199162,0.15,0.22,0.19,0.16
1340,2014,258882,403932,420104,458769,-62.700001,5.4400001,-2.5899999,0.98000002
1402,2014,29130110,29278771,29712413,29654201,0.01,-0.04,-0.01,-0.01
1409,2014,5711984,5319301,5098089,6045787,0.19,-0.06,-0.08,0.27
1410,2014,69427,86235,88749,74346,0,0.08,0.15,-0.01
1413,2014,478712,443700,433771,399595,-0.15,-0.28,-0.27,-0.28
1414,2014,165181,138312,191264,161519,0.07,-0.2,-0.05,0.14
1416,2014,19788,22597,33247,519179,0.05,-0.58,-0.46,15.58
1417,2014,440044,369678,386542,447121,0.06,-0.11,0.06,-0.03
1418,2014,210495,268510,247825,277637,-0.11,0.36,-0.17,-0.18
1419,2014,136686,137556,134930,178922,0.22,0.12,0.09,0.24
1423,2014,76541,90816,96257,81321,-0.34,-0.15,-0.14,0.07
1432,2014,73237,141422,125065,54339,0.23,-0.24,-0.16,-0.14
1434,2014,5963197,6540407,5921676,5680825,0.02,0.03,0.01,-0.03
1435,2014,3199,3190,3503,3562,0.09,0.12,0.18,0.11
1436,2014,23585,477670,184128,105282,77.1,1554.93,561.22,1.3
1437,2014,159061,146684,131793,107762,-0.04,-0.18,-0.21,-0.35
1438,2014,310,0,11,5889,-0.93,-1,-1,0.01
1439,2014,37208,51712,58706,64271,-0.42,0.13,-0.02,0.17
1440,2014,2280944,2619652,2740629,2762679,-0.11,-0.05,-0.05,0.07
1441,2014,165997,157746,239670,269262,0.02,-0.02,0.43,0.56
1442,2014,195135,160719,84087,288045,-0.6,-0.84,-0.76,0.63
1443,2014,188980,226114,286573,171504,-0.03,-0.19,-0.26,-0.38
1444,2014,1371774,1552165,1402890,1439632,-0.03,-0.05,-0.16,-0.03
1445,2014,229153,243280,229304,253284,0,-0.18,-0.14,0
1446,2014,103118,92372,107131,114453,0.01,-0.11,0.22,0.21
1447,2014,2988477,3041113,2631802,2519938,-0.12,-0.06,-0.19,-0.25
1449,2014,363913,416186,552189,437766,-0.07,-0.14,0.29,-0.19
1451,2014,1537865,1825510,1612303,1630886,-0.03,0.03,-0.13,-0.05
1452,2014,262518,244566,263001,289872,-0.03,-0.1,0.04,0.04
1453,2014,30032,19594,39687,27395,0.35,-0.49,0.5,-0.55
1454,2014,228058,277131,280762,268149,-0.07,-0.04,0.03,0.15
1455,2014,2251661,2357255,2126540,2350629,0.13,0.06,-0.11,-0.07
1456,2014,123500,122340,101553,106870,0.33,0.38,0.08,-0.21
1457,2014,558008,625570,550438,511389,0.15,0,0.07,-0.13
1459,2014,506423,500226,478519,547356,0.13,0.1,-0.13,-0.06
1460,2014,951677,989843,978510,1160659,0.1,0.09,0.04,0.05
1463,2014,134251,133374,133709,113265,0.33,0.15,0.11,-0.11
1464,2014,591812,602683,699290,945413,0.21,0.09,0.27,0.34
1465,2014,293998,350302,347981,355031,0.1,0.02,-0.06,0
1466,2014,588957,629261,644185,645184,-0.09,-0.02,-0.01,-0.05
1467,2014,730069,841266,1098854,958217,-0.11,0.02,0,0.07
1468,2014,103723,87645,57656,45144,0.02,-0.31,-0.33,-0.35
1469,2014,53258,70673,71283,41180,0.13,-0.09,-0.1,-0.24
1470,2014,100706,96861,78763,95826,0.24,0.27,-0.06,0.03
1471,2014,424304,564038,540581,399658,-0.43,-0.38,-0.2,-0.21
1472,2014,108741,132648,148137,101223,0.06,0.24,0.28,-0.12
1473,2014,1356513,1006671,1092096,1119169,-0.03,-0.09,-0.04,0.08
1474,2014,434875,396624,447170,488156,-0.08,-0.12,0.08,0.05
1475,2014,22207,26148,28115,33829,-0.16,-0.17,-0.03,0.25
1476,2014,2239178,2443179,2848362,2892118,0.22,0.18,0.15,0.08
1477,2014,2606591,2177293,2976047,2684469,0.21,0.06,0.15,0.24
1503,2014,2268479,2564472,2433333,2635905,0.06,0.12,-0.09,-0.03
1504,2014,6822659,7054045,6775158,6417712,0.03,-0.05,-0.06,-0.09
1506,2014,172797,202480,207606,204400,0,0.12,0.16,0.14
1507,2014,2502624,2741263,3338161,3389150,0.21,0.13,0.31,0.16
1512,2014,430355,491184,453590,595142,0.08,0.22,0.28,-0.15
1513,2014,942963,1460609,1446038,1813345,-0.15,0.2,0.11,0.28
1514,2014,320637,416393,376406,587173,-0.34,-0.09,0,0.47
1515,2014,336825,415547,525936,522026,0,0.12,0.09,0.15
1516,2014,22129,25076,26498,30848,0.4,0.45,0.49,0.55
1517,2014,457502,470523,485564,522480,-0.01,-0.04,0.01,0.05
1519,2014,474559,511965,635827,939335,0.05,-0.2,0.29,0.47
1521,2014,585399,612229,626839,656746,0.22,0.36,0.19,0.02
1522,2014,2330638,2297008,2256530,2496772,0.21,0.13,0.1,0.11
1524,2014,308404,291621,296388,340711,0.03,-0.07,0.07,-0.01
1525,2014,122243,148692,148852,173071,0.01,0.04,-0.11,-0.05
1526,2014,86301,96451,93225,102024,0.02,0.06,0.16,0.03
1527,2014,361441,397397,442753,370025,0.33,0.11,0.12,0.12
1528,2014,398585,468893,375083,405098,0.12,-0.19,0.2,0.15
1529,2014,7786,23115,11607,10251,-0.09,0.34,-0.4,-0.42
1530,2014,427570,499787,479645,549652,0.3,0.25,0.33,0.34
1531,2014,380956,363459,322432,322083,-0.06,-0.15,-0.13,0.07
1532,2014,1801307,1989984,1797500,2972876,0.18,-0.04,-0.05,0.54
1533,2014,325283,330783,346387,326317,0.32,0.13,0.11,0.02
1535,2014,1240188,1310597,1099699,1525275,-0.09,0.09,-0.16,0.21
1536,2014,488818,515832,546006,568439,0.12,0.21,0.13,0.09
1537,2014,782223,840475,876551,885110,0.16,0.28,0.14,0.19
1538,2014,102299,111590,114714,101858,0.27,0.08,0.01,0.13
1539,2014,262483,384769,334417,270025,0.19,0.65,0.24,0.07
1540,2014,127610,124861,143655,168691,0.34,-0.1,0.45,0.24
1541,2014,334060,330799,362129,327110,0.77,0.32,0.43,0.45
1558,2014,618641,742647,964943,797657,0.11,0.13,0.04,0.26
1560,2014,513852,581981,558587,522993,0.05,0.15,0.05,0.04
1563,2014,567663,602768,588238,752201,0.28,0.1,0.17,0.47
1565,2014,692312,678360,664821,670171,0.23,0.05,-0.03,-0.07
1566,2014,184128,207994,319878,221044,-0.35,0.06,0.03,0.06
1568,2014,262116,265635,283456,307618,0.2,0.26,0.21,0.25
1569,2014,273965,322299,363265,358807,-0.3,-0.03,0.31,0.12
1570,2014,65031,74219,75621,55427,-0.01,-0.09,-0.01,-0.34
1580,2014,378312,528276,617274,630288,0.17,0.1,0.13,0.03
1582,2014,989113,1328974,1381303,1337641,0.01,0.1,0.1,0.23
1583,2014,812459,984553,973726,1139589,0.28,0.26,0.35,0.42
1584,2014,142640,137654,141176,135732,0.01,-0.12,0.06,0.07
1585,2014,23937,25124,26353,26422,-0.02,-0.15,0.12,-0.08
1586,2014,187199,200150,220026,231043,0.28,0.25,0.37,0.18
1587,2014,162560,172190,175896,158284,0.21,0.07,0.1,0.04
1589,2014,818171,974546,893958,916474,0.4,0.38,0.1,0.11
1590,2014,901894,1184452,1069561,1025104,0.25,0.15,0.06,0.15
1591,2014,80918,93331,93978,94184,-0.02,0.12,0.36,0.15
1593,2014,93791,110513,126413,123345,0.02,0.32,0.1,0.02
1594,2014,50893,62376,64535,80372,0.1,0.08,0.09,0.15
1595,2014,167834,228793,151308,113296,0.2,0.13,0,0.36
1597,2014,114629,138404,136044,119375,0.35,0,-0.01,0.08
1598,2014,513768,482598,610691,766149,0.37,0.8,0.35,0
1599,2014,247933,215386,379847,363165,0.63,-0.16,-0.06,0.43
